0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.785000000000000364e-02
1.000000000000000056e-01,9.470000000000000639e-02
1.500000000000000222e-01,1.458000000000000129e-01
2.000000000000000111e-01,1.580000000000000293e-01
2.500000000000000000e-01,1.735000000000000153e-01
3.000000000000000444e-01,1.923000000000000265e-01
3.500000000000000333e-01,2.124500000000000277e-01
4.000000000000000222e-01,2.371999999999999942e-01
4.500000000000000111e-01,2.547000000000000375e-01
5.000000000000000000e-01,2.585000000000000075e-01
5.500000000000000444e-01,2.948000000000000620e-01
6.000000000000000888e-01,2.988000000000000655e-01
6.500000000000000222e-01,2.756000000000000116e-01
7.000000000000000666e-01,3.101000000000000423e-01
7.500000000000000000e-01,3.270000000000000129e-01
8.000000000000000444e-01,3.088000000000000189e-01
8.500000000000000888e-01,3.272500000000000409e-01
9.000000000000000222e-01,3.564000000000000501e-01
9.500000000000000666e-01,3.420000000000000262e-01
1.000000000000000000e+00,3.310000000000000164e-01
1.050000000000000044e+00,3.633000000000000673e-01
1.100000000000000089e+00,3.850000000000000644e-01
1.150000000000000133e+00,3.542000000000000148e-01
1.200000000000000178e+00,4.200000000000000955e-01
1.250000000000000000e+00,3.937499999999999889e-01
1.300000000000000044e+00,4.251000000000000334e-01
1.350000000000000089e+00,4.293000000000000149e-01
1.400000000000000133e+00,4.522000000000000464e-01
1.450000000000000178e+00,4.509500000000000730e-01
1.500000000000000000e+00,4.679999999999999716e-01
1.550000000000000044e+00,4.262500000000000733e-01
1.600000000000000089e+00,4.368000000000000771e-01
1.650000000000000133e+00,4.768499999999999961e-01
1.700000000000000178e+00,4.607000000000000539e-01
1.750000000000000000e+00,4.882500000000000728e-01
1.800000000000000044e+00,4.860000000000000431e-01
1.850000000000000089e+00,4.717500000000000582e-01
1.900000000000000133e+00,4.826000000000000290e-01
1.950000000000000178e+00,4.894500000000000517e-01
2.000000000000000000e+00,5.500000000000000444e-01
2.050000000000000266e+00,5.514500000000001068e-01
2.100000000000000089e+00,5.586000000000000965e-01
2.149999999999999911e+00,4.902000000000000246e-01
2.200000000000000178e+00,5.654000000000000137e-01
2.250000000000000000e+00,4.994999999999999996e-01
2.300000000000000266e+00,6.072000000000000730e-01
2.350000000000000089e+00,4.911499999999999755e-01
2.400000000000000355e+00,5.304000000000000936e-01
2.450000000000000178e+00,5.414500000000000979e-01
2.500000000000000000e+00,6.975000000000000089e-01
2.550000000000000266e+00,5.916000000000001258e-01
2.600000000000000089e+00,5.876000000000000112e-01
2.650000000000000355e+00,5.379500000000001503e-01
2.700000000000000178e+00,6.399000000000001354e-01
2.750000000000000000e+00,6.352499999999999813e-01
2.800000000000000266e+00,5.852000000000000535e-01
2.850000000000000089e+00,6.640500000000000291e-01
2.900000000000000355e+00,5.800000000000000711e-01
2.950000000000000178e+00,5.752500000000000391e-01
3.000000000000000000e+00,6.330000000000000071e-01
3.050000000000000266e+00,6.191500000000000892e-01
3.100000000000000089e+00,6.014000000000000457e-01
3.150000000000000355e+00,6.772500000000000187e-01
3.200000000000000178e+00,5.695999999999999952e-01
3.250000000000000000e+00,6.922500000000000320e-01
3.300000000000000266e+00,7.293000000000000593e-01
3.350000000000000089e+00,5.962999999999999412e-01
3.400000000000000355e+00,7.004000000000001336e-01
3.450000000000000178e+00,6.555000000000000826e-01
3.500000000000000000e+00,6.229999999999999982e-01
3.550000000000000266e+00,7.171000000000000707e-01
3.600000000000000089e+00,6.804000000000000048e-01
3.650000000000000355e+00,7.300000000000000933e-01
3.700000000000000178e+00,6.955999999999999961e-01
3.750000000000000000e+00,7.087499999999999911e-01
3.800000000000000266e+00,7.296000000000000263e-01
3.850000000000000089e+00,8.393000000000000460e-01
3.900000000000000355e+00,6.162000000000000810e-01
3.950000000000000178e+00,7.860500000000000265e-01
4.000000000000000000e+00,7.199999999999999734e-01
4.049999999999999822e+00,7.613999999999999657e-01
4.100000000000000533e+00,7.421000000000000929e-01
4.150000000000000355e+00,8.258500000000000840e-01
4.200000000000000178e+00,7.560000000000000053e-01
4.250000000000000000e+00,7.777499999999999414e-01
4.299999999999999822e+00,7.997999999999999554e-01
4.350000000000000533e+00,8.178000000000000824e-01
4.400000000000000355e+00,7.963999999999999968e-01
4.450000000000000178e+00,7.075500000000000123e-01
4.500000000000000000e+00,7.199999999999999734e-01
4.549999999999999822e+00,7.370999999999999774e-01
4.600000000000000533e+00,8.326000000000001178e-01
4.650000000000000355e+00,8.463000000000000522e-01
4.700000000000000178e+00,7.567000000000000393e-01
4.750000000000000000e+00,7.837500000000000577e-01
4.800000000000000711e+00,8.640000000000001013e-01
4.850000000000000533e+00,9.263500000000001178e-01
4.900000000000000355e+00,8.624000000000000554e-01
4.950000000000000178e+00,8.266500000000001069e-01
5.000000000000000000e+00,8.100000000000000533e-01
5.050000000000000711e+00,7.474000000000000643e-01
5.100000000000000533e+00,8.109000000000000652e-01
5.150000000000000355e+00,8.034000000000000030e-01
5.200000000000000178e+00,8.736000000000000432e-01
5.250000000000000000e+00,7.717499999999999361e-01
5.300000000000000711e+00,8.056000000000000938e-01
5.350000000000000533e+00,8.239000000000000767e-01
5.400000000000000355e+00,9.018000000000001570e-01
5.450000000000000178e+00,9.374000000000001220e-01
5.500000000000000000e+00,8.305000000000000160e-01
5.550000000000000711e+00,8.880000000000001226e-01
5.600000000000000533e+00,8.400000000000000799e-01
5.650000000000000355e+00,8.475000000000000311e-01
5.700000000000000178e+00,8.949000000000000288e-01
5.750000000000000000e+00,9.027500000000000524e-01
5.800000000000000711e+00,8.062000000000001387e-01
5.850000000000000533e+00,9.184500000000000997e-01
5.900000000000000355e+00,9.735000000000001430e-01
5.950000000000000178e+00,9.163000000000000034e-01
6.000000000000000000e+00,8.460000000000000853e-01
